0,0
0,0.0968
0.0498,0.323
0.0748,0.5
0.0997,0.661
0.162,1.03
0.199,1.23
0.368,1.97
0.498,2.47
0.754,3.23
0.997,3.79
1.49,4.61
1.99,5.13
2.55,5.53
3,5.77
3.49,5.97
3.99,6.11
