0,0.0323
0.00623,0.21
0.0436,0.597
0.081,1.05
0.0872,0.903
0.15,1.56
0.199,2
0.243,2.26
0.349,2.98
0.498,3.74
0.505,3.66
0.766,4.65
1,5.21
1.48,6.03
2,6.6
2.5,6.92
3,7.13
3.53,7.29
3.99,7.4
